clinicName,website,city,province,score,tier,email,contactPage,method,status,subject
"Metro Art Dental","https://www.metroartdental.ca","Burnaby","BC","4","","metroartdental@shaw.ca","","email","cooling_off",""
"Sleep & Sedation for Dentisty","https://www.sleepatdentist.com","Burnaby","BC","4","","info@sleepdental.ca","","email","cooling_off",""
"Trask Denture Clinic","https://www.traskdenture.ca","Burnaby","BC","4","","info@traskdenture.ca","","email","bounced",""
"Burnaby Family Dental","http://www.burnabyfamilydental.com","Burnaby","BC","4","","info@burnabyfamilydental.com","","email","bounced",""
"Metrotown Dental Clinic","https://metrotowndentalclinic.com","Burnaby","BC","4","","info@metrotowndentalclinic.com","","email","already_equipped",""
"Centrepoint Oral and Facial Surgery","https://www.centrepointoms.ca","Burnaby","BC","4","","kim@centrepointoms.ca","","email","already_equipped",""
"Oak Dental","https://www.oakdental.org","Burnaby","BC","4","","burnabydental@gmail.com","","email","cooling_off",""
"Gentle Dental","https://burnabygentledental.com","Burnaby","BC","4","","info@burnabygentledental.com","","email","cooling_off",""
"Dr. Karen Liang","http://www.drkarenliang.com","Burnaby","BC","4","","hello@drkarenliang.com","","email","cooling_off",""
"Boundary Dental Clinic","http://boundarydentalclinic.ca","Burnaby","BC","4","","boundarydental@telus.net","","email","cooling_off",""
"Kensington Square Dental","https://www.kensingtonsquaredental.com","Burnaby","BC","4","","INFO@KENSINGTONSQUAREDENTAL.COM","","email","cooling_off",""
"Norburn Dental Centre","https://www.norburndental.com","Burnaby","BC","4","","norburndental@gmail.com","","email","cooling_off",""
"Canada Way Dental","https://www.canadawaydental.com","Burnaby","BC","3","","info@canadawaydental.com","","email","cooling_off",""
"Eagle Creek Dental Centre","https://www.eaglecreekdental.ca","Burnaby","BC","4","","info@eaglecreekdental.ca","","email","cooling_off",""
"Burnaby Dental Centre","https://www.burnabydentalcentre.com","Burnaby","BC","4","","burnabydentalcentre@shaw.ca","","email","cooling_off",""
"The Dental Studio","https://www.burnabydentalstudio.com","Burnaby","BC","4","","staff@burnabydentalstudio.com","","email","already_equipped",""
"Expressions Dental","https://www.expressionsdental.ca","Calgary","AB","4","","info@expressionsdental.ca","","email","cooling_off",""
"Heritage Dental Centre","https://www.heritagedentalcentre.ca","Calgary","AB","4","","info@heritagedentalcentre.ca","","email","cooling_off",""
"Heritage Park Dental","https://www.heritageparkdental.ca","Calgary","AB","4","","hpdental@shaw.ca","","email","cooling_off",""
"Dr. Tom Shackleton","https://www.tsoralhealth.com","Calgary","AB","4","","info@tsoralhealth.com","","email","cooling_off",""
"Glamorgan Dental Centre","https://www.glamorgandental.ca","Calgary","AB","4","","info@glamorgandental.ca","","email","cooling_off",""
"Family Braces","https://familybraces.ca","Calgary","AB","4","","info@familybraces.ca","","email","cooling_off",""
"Edgepointe Dental","https://www.edgepointedental.ca","Calgary","AB","4","","a2thdoc@shaw.ca","","email","cooling_off",""
"Beddington Dental Clinic","https://beddingtondentalclinic.com","Calgary","AB","4","","admin@beddingtondentalclinic.com","","email","personal_followup_sent",""
"McKnight Square Dental","https://www.mcknightsquaredental.ca","Calgary","AB","4","","care@mcknightsquaredental.ca","","email","bounced",""
"Sage Hill Dental","https://www.sagehilldental.ca","Calgary","AB","4","","info@sagehilldental.ca","","email","cooling_off",""
"Terra Dental Care","https://www.terradentalcare.com","Calgary","AB","4","","info@terradentalcare.com","","email","cooling_off",""
"Greystone Family Dental","https://greystonefamilydental.ca","Calgary","AB","4","","info@greystonefamilydental.ca","","email","already_equipped",""
"4th Street Dental","https://www.4thstreetdental.com","Calgary","AB","4","","4thstreet@trecdental.com","","email","cooling_off",""
"Apple Dental Group","https://www.appledentalgroup.ca","Calgary","AB","4","","info@appledentalgroup.ca","","email","cooling_off",""
"UltraWhite Clinic","https://www.ultrawhiteclinic.com","Calgary","AB","4","","info@ultrawhiteclinic.com","","email","cooling_off",""
"Heritage Smiles Dental","https://heritagesmilesdental.com","Calgary","AB","4","","heritagesmilesdental@gmail.com","","email","cooling_off",""
"Sorensen Dental Group","https://www.sorensendental.com","Calgary","AB","4","","info@sorensendentalgroup.com","","email","cooling_off",""
"Township Dental Wellness","https://www.townshipdwg.ca","Calgary","AB","4","","dental@townshipdwg.ca","","email","cooling_off",""
"EverSmile Dental","https://www.eversmiledental.ca","Calgary","AB","4","","eversmiledental01@gmail.com","","email","cooling_off",""
"Smart Gold Calgary","https://www.smartgoldcalgary.com","Calgary","AB","4","","smartgcalgary@gmail.com","","email","cooling_off",""
"Riverwalk Dental","https://riverwalkdental.ca","Calgary","AB","4","","info@riverwalkdental.ca","","email","cooling_off",""
"Kensington Dental Choice","https://www.kensingtondentalchoice.ca","Calgary","AB","4","","info@kensingtondentalchoice.ca","","email","cooling_off",""
"Richmond Dental Clinic","https://www.richmonddentalcalgary.com","Calgary","AB","4","","admin@richmonddentalclinic.com","","email","cooling_off",""
"Monarch Landing Dental","https://www.monarchlandingdental.ca","Calgary","AB","4","","info@monarchlandingdental.ca","","email","cooling_off",""
"Le Family Dental","https://www.lefamilydental.ca","Calgary","AB","4","","info@lefamilydental.ca","","email","cooling_off",""
"The Dental Room","https://thedentalroom.com","Calgary","AB","4","","info@thedentalroom.com","","email","already_equipped",""
"Clarkson Family Dental","https://www.clarksonfamilydental.ca","Calgary","AB","4","","info@clarksonfamilydental.ca","","email","already_equipped",""
"For Your Smile Dental","https://fysmiledental.com","Calgary","AB","4","","info@fysmiledental.com","","email","cooling_off",""
"Crowfoot Crescent Dental","https://www.ccdentalcare.com","Calgary","AB","4","","info@ccdentalcare.ca","","email","cooling_off",""
"Synergy Perio","https://www.synergyperiocalgary.com","Calgary","AB","4","","info@synergyperiocalgary.com","","email","cooling_off",""
"Royal Oak Smiles","https://www.royaloaksmiles.ca","Calgary","AB","4","","info@royaloaksmiles.ca","","email","cooling_off",""
"Acora Dental","https://www.acoradental.com","Calgary","AB","4","","info@acoradental.com","","email","cooling_off",""
"Atlas Dental Centre","https://www.atlasdentalcentre.ca","Calgary","AB","4","","info@atlasdentalcentre.ca","","email","cooling_off",""
"Sierra Dental","https://sierradental.ca","Calgary","AB","4","","info@sierradental.ca","","email","already_equipped",""
"12th Avenue Dental","https://www.12thavenuedental.com","Calgary","AB","4","","info@12thavenuedental.com","","email","cooling_off",""
"White Oak Dental","https://www.whiteoakdental.ca","Calgary","AB","4","","info@whiteoakdental.ca","","email","already_equipped",""
"Brilliant Dental Hygiene","http://www.brilliantdentalhygiene.com","Calgary","AB","4","","info@brilliantdentalhygiene.com","","email","no_mx",""
"Dentrix Dental Care","https://dentrixdentalcare.com","Calgary","AB","4","","ask.nh@dentrixdentalcare.com","","email","already_equipped",""
"Ottewell Dental Clinic","https://www.ottewelldental.com","Edmonton","AB","4","","info@ottewelldental.com","","email","cooling_off",""
"Dr. Mark Bochinski Dental","https://markbochinskidental.ca","Edmonton","AB","4","","info@markbochinskidental.ca","","email","already_equipped",""
"Millcreek Dental Care","https://www.millcreekdental.ca","Edmonton","AB","4","","milldental@mail.com","","email","cooling_off",""
"Affinity Dental Kingsway","https://www.edmontondental.ca","Edmonton","AB","4","","reception@affinitydentalkingsway.ca","","email","cooling_off",""
"The Dentists At Northgate","https://www.dentistsatnorthgate.ca","Edmonton","AB","4","","info@dentistsatnorthgate.ca","","email","already_equipped",""
"Dental Divas of Whitemud","https://www.dentaldivas.ca","Edmonton","AB","4","","info@dentaldivas.ca","","email","cooling_off",""
"Belle Rive Dental Clinic","https://www.bellerivedental.ca","Edmonton","AB","4","","info@bellerivedental.ca","","email","already_equipped",""
"Sharshar Dental Group","https://sharshardental.com","Edmonton","AB","4","","south@sharshardental.com","","email","cooling_off",""
"Millbourne Mall Dental Clinic","https://www.millbournemalldental.com","Edmonton","AB","4","","millbournemalldental@yahoo.com","","email","already_equipped",""
"Green Grove Dental","https://greengrovedentist.com","Edmonton","AB","3","","info@greengrovedentist.com","","email","already_equipped",""
"Wye Dental","https://wyedental.com","Edmonton","AB","4","","info@wyedental.com","","email","cooling_off",""
"River Valley Dental","https://rivervalley.dental","Edmonton","AB","4","","info@rivervalley.dental","","email","bounced",""
"Vista Place Dental","https://vistaplacedental.net","Winnipeg","MB","4","","info@vistaplacedental.net","","email","already_equipped",""
"Greenwoods Pediatric Dentistry","https://www.greenwoodspediatricdentist.com","Winnipeg","MB","4","","info@gwdfamily.com","","email","cooling_off",""
"Lumi Dental","https://www.lumidental.ca","Winnipeg","MB","4","","info@lumidental.ca","","email","cooling_off",""
"Affinity Dental","https://affinitywpg.ca","Winnipeg","MB","4","","contact@affinitywpg.ca","","email","cooling_off",""
"Green Leaf Dental","https://greenleafdental.ca","Saskatoon","SK","4","","reception@greenleafdental.ca","","email","cooling_off",""
"Brookline Dentistry","https://www.brooklinedentistry.ca","Halifax","NS","4","","info@brooklinedentistry.ca","","email","cooling_off",""
"Sublime Dentistry","https://sublimedentistry.ca","Halifax","NS","4","","info@sublimedentistry.ca","","email","cooling_off",""
"BodyWorx Vitality","https://bodyworxvitality.com","Toronto","ON","4","","info@bodyworxvitality.com","","email","already_equipped",""
"Physio Wellness","https://healthone.ca/the-well/dental-tw/?utm_source=google&utm_medium=local&utm_campaign=listing_dental","Toronto","ON","3","","info@physiowell.ca","","email","sent",""
"Health Bound Health Network","https://healthbound.ca","Toronto","ON","4","","info@healthbound.ca","","email","already_equipped",""
"Gold Standard Rehab","http://www.goldencarehealth.ca/","Toronto","ON","4","","goldstandardrehab@gmail.com","","email","sent",""
"ActiveCare","https://activecaretoronto.com","Toronto","ON","4","","info@activecaretoronto.com","","email","cooling_off",""
"Clinique PhysioMotionPlus","https://physimeddentaire.com/","Montreal","QC","4","","contact@physiomotionplus.com","","email","sent",""
"shermanorthodontics.ca","https://docbraces.com/clinics/thornhill","Vaughan","ON","","","info@docbraces.com","","manual","bounced",""
"Orthodontists in Ontario","http://www.vaughanortho.com/","Vaughan","ON","","","info@vaughanortho.com","","manual","sent",""
"Smiles On Yonge","https://www.smilesonyonge.ca","Vaughan","ON","","","%20%20info@smilesonyonge.ca","","email","already_equipped",""
"Kay Dental","https://www.kaydental.ca","Toronto","ON","","","togpdds@yahoo.ca","","email","skip_duplicate",""
"Infinity Dental","https://www.infinitydentaloffice.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL","Toronto","ON","","","reception@infinitydentaloffice.com","","email","followup_2_sent",""
"Dr Arun Narang & Associates Smile by Design","https://www.smilebydesigndental.ca/","Toronto","ON","","","info@smilebydesigndental.ca","","manual","bounced",""
"Arch Dental Centre","https://archdental.ca/","Toronto","ON","","","king@archdental.ca","","manual","followup_2_sent",""
"Dr. Jivan","https://www.drajivan.ca","Toronto","ON","","","info@drajivan.ca","","email","skip_low_quality",""
"Dr D. M. Freedman","https://midtownorthodontics.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb","Toronto","ON","","","info@midtownorthodontics.ca","","manual","sent",""
"Liberty Village","https://libertyvillagedental.com/","Toronto","ON","","","appointments@libertyvillagedental.com","","email","followup_2_sent",""
"Downtown Toronto","http://www.downtowndentalclinic.com/","Toronto","ON","","","info@downtowndentalclinic.com","","manual","bounced",""
"Gelinas Dental Studio","https://gelinasdentalstudio.com","Toronto","ON","","","dr.gelinas@gelinasdentalstudio.com","","email","skip_low_quality",""
"Asadi Lewis & Associates","https://asadilewis.com","Toronto","ON","","","aldclinic@gmail.com","","email","already_equipped",""
"Lakeshore West Dental","https://www.lakeshorewestdental.com/","Toronto","ON","","","info@lakeshorewestdental.com","","manual","bounced",""
"Art of Smile","https://artofsmile.ca","Toronto","ON","","","info@artofsmile.ca","","email","skip_low_quality",""
"SquareOne Smiles","https://www.square1dental.com/?cc=book&utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB","Toronto","ON","","","info@square1dental.com","","manual","sent",""
"Lakeview","http://www.lakeview-dental.ca","Toronto","ON","","","info@lakeview-dental.ca","","email","skip_low_quality",""
"Fifth Street Dental","https://fifthstdental.com","Toronto","ON","","","veena@fifthstdental.com","","email","skip_low_quality",""
"Humber","https://humberdental.ca","Toronto","ON","","","mary@humberdental.ca","","email","no_mx",""
"Renaissance Dental Prosthetics Ltd.","https://www.premierehealthgroup.com/renaissancedentalarts/","Toronto","ON","","","info@premierehealthgroup.com","","manual","sent",""
"Dr. O.K. Medical","http://www.dentalhealthcentre.com/","Toronto","ON","","","info@dentalhealthcentre.com","","manual","bounced",""
"Ellesmere Village Dental","https://ellesmerevillagedental.ca/","Toronto","ON","","","info@ellesmerevillagedental.ca","","manual","sent",""
"Royal York Dental in Etobicoke","https://www.royalyorkdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Toronto","ON","","","","","manual","todo",""
"Princeview Dental | Trusted Family Dentist in Etobicoke & Toronto","https://www.princeviewdental.com","Toronto","ON","","","info@princeviewdental.com","","email","skip_low_quality",""
"Museum Dental","http://museumdental.ca/","Toronto","ON","","","reception@museumdental.ca","","email","followup_2_sent",""
"City Centre Dentistry","https://1citycentredentistry.com/","Toronto","ON","","","info@1citycentredentistry.com","","manual","sent",""
"Your Dental","https://ydo.one/","Toronto","ON","","","frontdesk@yourdentaloffice.ca","","manual","followup_2_sent",""
"High Park Dental Care","https://www.highparkdentalcare.com","Toronto","ON","","","dentistry@highparkdentalcare.com","","email","skip_duplicate",""
